product_id,warehouse,stock_quantity
287,Vancouver-DC,34
287,Montreal-DC,467
287,Calgary-DC,292
288,Toronto-DC,386
288,Vancouver-DC,131
288,Montreal-DC,279
288,Calgary-DC,201
289,Toronto-DC,245
289,Vancouver-DC,20
289,Montreal-DC,239
289,Calgary-DC,332
290,Toronto-DC,194
290,Vancouver-DC,357
290,Montreal-DC,313
290,Calgary-DC,485
291,Toronto-DC,275
291,Vancouver-DC,383
291,Montreal-DC,208
291,Calgary-DC,433
292,Toronto-DC,447
292,Vancouver-DC,419
292,Montreal-DC,131
292,Calgary-DC,139
293,Toronto-DC,422
293,Vancouver-DC,140
293,Montreal-DC,300
293,Calgary-DC,32
294,Toronto-DC,61
294,Vancouver-DC,279
294,Montreal-DC,179
294,Calgary-DC,41
295,Toronto-DC,21
295,Vancouver-DC,54
295,Montreal-DC,175
295,Calgary-DC,134
296,Toronto-DC,342
296,Vancouver-DC,85
296,Montreal-DC,225
296,Calgary-DC,398
297,Toronto-DC,497
297,Vancouver-DC,89
297,Montreal-DC,165
297,Calgary-DC,171
298,Toronto-DC,454
298,Vancouver-DC,235
298,Montreal-DC,117
298,Calgary-DC,7
299,Toronto-DC,377
299,Vancouver-DC,52
299,Montreal-DC,258
299,Calgary-DC,382
300,Toronto-DC,23
300,Vancouver-DC,269
300,Montreal-DC,253
300,Calgary-DC,-2
